Epoch,ScalVis_DataProcCombine_RecL10N1024accuracy,ScalVis_GausVisS:1.0_RecL10N1024accuracy,ScalVis_DataProcCombGaus_RecL10N1024accuracy,ScalVis_ProcWithVis_RecL10N1024accuracy
53,0.8489388227462769,0.8152309656143188,0.841448187828064,0.8501872420310974
54,0.8476904034614563,0.8202247023582458,0.846441924571991,0.8514357209205627
55,0.8489388227462769,0.8239700198173523,0.8476904034614563,0.8614231944084167
56,0.8539325594902039,0.8202247023582458,0.8439450860023499,0.8564294576644897
57,0.8564294576644897,0.8202247023582458,0.8476904034614563,0.8601747751235962
58,0.8601747751235962,0.8252184987068176,0.8439450860023499,0.8651685118675232
59,0.8564294576644897,0.8252184987068176,0.8451935052871704,0.8626716732978821
60,0.8651685118675232,0.8239700198173523,0.8501872420310974,0.8639200925827026
61,0.8676654100418091,0.8289638161659241,0.8539325594902039,0.8689138293266296
62,0.8639200925827026,0.8189762830734253,0.8514357209205627,0.8614231944084167
63,0.8689138293266296,0.8239700198173523,0.8576778769493103,0.8589263558387756
64,0.8639200925827026,0.8277153372764587,0.8576778769493103,0.8714107275009155
65,0.8651685118675232,0.8152309656143188,0.8601747751235962,0.8589263558387756
66,0.8626716732978821,0.8289638161659241,0.8626716732978821,0.8689138293266296
67,0.8651685118675232,0.8277153372764587,0.8651685118675232,0.870162308216095
68,0.8664169907569885,0.8289638161659241,0.8639200925827026,0.8614231944084167
69,0.8714107275009155,0.8239700198173523,0.8651685118675232,0.875156044960022
70,0.870162308216095,0.8289638161659241,0.8676654100418091,0.8714107275009155
71,0.8714107275009155,0.8302122354507446,0.8726591467857361,0.8726591467857361
72,0.8726591467857361,0.8327091336250305,0.8689138293266296,0.8801498413085938
73,0.8739076256752014,0.8289638161659241,0.870162308216095,0.8764045238494873
74,0.8776529431343079,0.8339575529098511,0.8676654100418091,0.8826466798782349
75,0.8764045238494873,0.8352059721946716,0.8676654100418091,0.8776529431343079
76,0.8764045238494873,0.8352059721946716,0.870162308216095,0.8813982605934143
77,0.875156044960022,0.8339575529098511,0.8714107275009155,0.8826466798782349
78,0.8801498413085938,0.8389512896537781,0.8739076256752014,0.8801498413085938
79,0.8801498413085938,0.8451935052871704,0.8714107275009155,0.8876404762268066
80,0.8826466798782349,0.8501872420310974,0.8776529431343079,0.8826466798782349
81,0.8838951587677002,0.846441924571991,0.8739076256752014,0.8888888955116272
82,0.8851435780525208,0.8614231944084167,0.8776529431343079,0.8863919973373413
83,0.8851435780525208,0.8651685118675232,0.8776529431343079,0.8876404762268066
84,0.8851435780525208,0.8651685118675232,0.8801498413085938,0.8913857936859131
85,0.8888888955116272,0.8601747751235962,0.8826466798782349,0.8876404762268066
86,0.8963795304298401,0.8589263558387756,0.8876404762268066,0.8876404762268066
87,0.8938826322555542,0.8626716732978821,0.8813982605934143,0.8938826322555542
88,0.8901373147964478,0.8564294576644897,0.8901373147964478,0.8913857936859131
89,0.8888888955116272,0.8689138293266296,0.8938826322555542,0.8938826322555542
90,0.8926342129707336,0.8576778769493103,0.8963795304298401,0.8951311111450195
91,0.898876428604126,0.8639200925827026,0.8938826322555542,0.8876404762268066
92,0.9001248478889465,0.8501872420310974,0.8926342129707336,0.8938826322555542
93,0.8951311111450195,0.8589263558387756,0.8963795304298401,0.8838951587677002
94,0.8901373147964478,0.8601747751235962,0.8976279497146606,0.8963795304298401
95,0.8963795304298401,0.8639200925827026,0.9001248478889465,0.8951311111450195
96,0.8888888955116272,0.841448187828064,0.8976279497146606,0.898876428604126
97,0.898876428604126,0.8651685118675232,0.9001248478889465,0.9026217460632324
98,0.9013732671737671,0.8514357209205627,0.898876428604126,0.8851435780525208
99,0.9001248478889465,0.8639200925827026,0.8926342129707336,0.903870165348053
100,0.9013732671737671,0.8614231944084167,0.9013732671737671,0.8976279497146606
101,0.8876404762268066,0.8564294576644897,0.898876428604126,0.898876428604126
102,0.9013732671737671,0.8676654100418091,0.903870165348053,0.903870165348053
103,0.9013732671737671,0.8651685118675232,0.9013732671737671,0.8913857936859131
104,0.9013732671737671,0.8651685118675232,0.8938826322555542,0.903870165348053
105,0.9051185846328735,0.8626716732978821,0.903870165348053,0.9013732671737671
106,0.8963795304298401,0.8664169907569885,0.898876428604126,0.9013732671737671
107,0.9076154828071594,0.8726591467857361,0.9063670635223389,0.9051185846328735
108,0.898876428604126,0.8639200925827026,0.90886390209198,0.8926342129707336
109,0.9063670635223389,0.8714107275009155,0.9013732671737671,0.9026217460632324
110,0.90886390209198,0.8639200925827026,0.9076154828071594,0.8976279497146606
111,0.9026217460632324,0.8676654100418091,0.8951311111450195,0.9076154828071594
112,0.9063670635223389,0.8639200925827026,0.9063670635223389,0.9063670635223389
113,0.8976279497146606,0.8689138293266296,0.90886390209198,0.8976279497146606
114,0.9063670635223389,0.870162308216095,0.9076154828071594,0.9063670635223389
115,0.8976279497146606,0.870162308216095,0.9101123809814453,0.8926342129707336
116,0.9076154828071594,0.8714107275009155,0.8963795304298401,0.9076154828071594
117,0.9076154828071594,0.8714107275009155,0.90886390209198,0.8951311111450195
118,0.903870165348053,0.8726591467857361,0.9076154828071594,0.9063670635223389
119,0.90886390209198,0.8726591467857361,0.90886390209198,0.90886390209198
120,0.8951311111450195,0.8726591467857361,0.90886390209198,0.8963795304298401
121,0.9063670635223389,0.8714107275009155,0.9101123809814453,0.90886390209198
122,0.903870165348053,0.8714107275009155,0.9101123809814453,0.8951311111450195
123,0.90886390209198,0.8813982605934143,0.8963795304298401,0.9063670635223389
124,0.90886390209198,0.8776529431343079,0.9113608002662659,0.9101123809814453
125,0.898876428604126,0.8764045238494873,0.9076154828071594,0.9001248478889465
126,0.90886390209198,0.875156044960022,0.90886390209198,0.9076154828071594
127,0.8963795304298401,0.8801498413085938,0.9126092195510864,0.8976279497146606
128,0.9076154828071594,0.8789013624191284,0.9013732671737671,0.90886390209198
129,0.9101123809814453,0.8813982605934143,0.9113608002662659,0.9101123809814453
130,0.9101123809814453,0.8801498413085938,0.903870165348053,0.90886390209198
131,0.90886390209198,0.8801498413085938,0.9113608002662659,0.90886390209198
132,0.8963795304298401,0.8826466798782349,0.9113608002662659,0.898876428604126
133,0.90886390209198,0.8813982605934143,0.9076154828071594,0.9076154828071594
134,0.9076154828071594,0.8813982605934143,0.9138576984405518,0.8976279497146606
135,0.9101123809814453,0.8789013624191284,0.9013732671737671,0.9076154828071594
136,0.9101123809814453,0.8851435780525208,0.9138576984405518,0.90886390209198
137,0.9113608002662659,0.8826466798782349,0.9138576984405518,0.9101123809814453
138,0.90886390209198,0.8851435780525208,0.9101123809814453,0.9113608002662659
139,0.898876428604126,0.8801498413085938,0.9138576984405518,0.898876428604126
140,0.9113608002662659,0.8913857936859131,0.9051185846328735,0.9063670635223389
141,0.9101123809814453,0.8888888955116272,0.9151061177253723,0.8926342129707336
142,0.9138576984405518,0.8813982605934143,0.9101123809814453,0.9101123809814453
143,0.9126092195510864,0.8913857936859131,0.9151061177253723,0.9076154828071594
144,0.903870165348053,0.8851435780525208,0.9151061177253723,0.9001248478889465
145,0.9113608002662659,0.8901373147964478,0.90886390209198,0.9101123809814453
146,0.9076154828071594,0.8826466798782349,0.9138576984405518,0.90886390209198
147,0.9101123809814453,0.8901373147964478,0.9026217460632324,0.9126092195510864
148,0.9151061177253723,0.8913857936859131,0.9126092195510864,0.9113608002662659
149,0.9101123809814453,0.8838951587677002,0.9188514351844788,0.9063670635223389
150,0.9113608002662659,0.8863919973373413,0.9126092195510864,0.9101123809814453
151,0.9051185846328735,0.8876404762268066,0.9151061177253723,0.9113608002662659
152,0.9138576984405518,0.8838951587677002,0.9013732671737671,0.9101123809814453
153,0.9101123809814453,0.8876404762268066,0.9138576984405518,0.9113608002662659
154,0.9163545370101929,0.8876404762268066,0.9138576984405518,0.9026217460632324
155,0.9151061177253723,0.8926342129707336,0.9151061177253723,0.9138576984405518
156,0.9101123809814453,0.8789013624191284,0.9138576984405518,0.9138576984405518
157,0.9126092195510864,0.8664169907569885,0.9063670635223389,0.9126092195510864
158,0.9026217460632324,0.8851435780525208,0.9176030158996582,0.9113608002662659
159,0.9101123809814453,0.8601747751235962,0.9126092195510864,0.9026217460632324
160,0.9101123809814453,0.8789013624191284,0.9163545370101929,0.9126092195510864
