Epoch,ScalVis_GausVisS:1.0_RecL10N1024VS0.75val_loss,ScalVis_GausVisS:1.0_RecL10N1024VS0.5val_loss,ScalVis_GausVisS:1.0_RecL10N1024VS0.25val_loss,ScalVis_GausVisS:1.0_RecL10N1024VS0.1val_loss,ScalVis_GausVisS:1.0_RecL10N1024VS0.95val_loss
1,0.6872689723968506,0.6804956197738647,0.6856480836868286,0.683975100517273,0.685195803642273
2,0.6794562339782715,0.6701712012290955,0.6778301000595093,0.6764160394668579,0.6782119870185852
3,0.6718595027923584,0.658831775188446,0.6691137552261353,0.6677359342575073,0.6707597970962524
4,0.6630071401596069,0.6456283330917358,0.6589230895042419,0.6572301387786865,0.6618832349777222
5,0.6522979736328125,0.6301835179328918,0.6467857956886292,0.6444615125656128,0.6515213251113892
6,0.6397024393081665,0.6126816272735596,0.6322600245475769,0.6296149492263794,0.6392825841903687
7,0.6252071857452393,0.5938177704811096,0.615273654460907,0.6128423810005188,0.6252604722976685
8,0.6092814207077026,0.5746278762817383,0.5961781144142151,0.5947694778442383,0.6098949909210205
9,0.592871904373169,0.5567413568496704,0.5759289264678955,0.5765318870544434,0.5937500596046448
10,0.5774540901184082,0.5419356226921082,0.5559245347976685,0.5599265694618225,0.5778989791870117
11,0.5650405883789062,0.5315130352973938,0.5381792187690735,0.5469076633453369,0.5637925863265991
12,0.5576472282409668,0.5253369212150574,0.5246421098709106,0.5388842225074768,0.5530251264572144
13,0.5557421445846558,0.5213240385055542,0.5159882307052612,0.5356600880622864,0.5466154217720032
14,0.5568027496337891,0.5171718597412109,0.5105815529823303,0.5347018837928772,0.5442050695419312
15,0.556355357170105,0.5124080181121826,0.5058398246765137,0.5330250263214111,0.5443853139877319
16,0.5519081354141235,0.5078144073486328,0.5002680420875549,0.5293933749198914,0.5455631613731384
17,0.5442004799842834,0.5050444602966309,0.49441733956336975,0.5243171453475952,0.5465702414512634
18,0.5354549884796143,0.5051907300949097,0.49027276039123535,0.5204497575759888,0.5472808480262756
19,0.5283246040344238,0.505979061126709,0.4894725978374481,0.5189677476882935,0.5476802587509155
20,0.5244387984275818,0.5033335089683533,0.4910399913787842,0.5168105959892273,0.5482293367385864
21,0.5228272676467896,0.498322457075119,0.48975086212158203,0.5129470229148865,0.5498785972595215
22,0.520756721496582,0.49494656920433044,0.4840157926082611,0.5108137130737305,0.5537797808647156
23,0.5183610320091248,0.4938877522945404,0.477608859539032,0.5104583501815796,0.5610340237617493
24,0.5177339911460876,0.49283087253570557,0.4734947085380554,0.5084583759307861,0.5733855366706848
25,0.5189597010612488,0.4909917116165161,0.4708583950996399,0.5042478442192078,0.5924677848815918
26,0.5197228193283081,0.4910467267036438,0.46799182891845703,0.5022639632225037,0.6202189922332764
27,0.5182865858078003,0.49320271611213684,0.4655001163482666,0.5024400353431702,0.659088671207428
28,0.5154671669006348,0.49004220962524414,0.46576395630836487,0.5009689927101135,0.707651674747467
29,0.5144534111022949,0.4873211681842804,0.466901570558548,0.5025038123130798,0.762544572353363
30,0.5155777931213379,0.48700276017189026,0.4620060920715332,0.5024198293685913,0.8207058310508728
31,0.5147163271903992,0.4856181740760803,0.45485788583755493,0.5010043382644653,0.8857901692390442
32,0.5160764455795288,0.48790934681892395,0.4505051374435425,0.5018364787101746,0.972675085067749
33,0.5178592801094055,0.48590806126594543,0.4475049674510956,0.4985103905200958,1.0867258310317993
34,0.5163906812667847,0.48342087864875793,0.44694381952285767,0.49732616543769836,1.0260876417160034
35,0.517480731010437,0.48300835490226746,0.4493867754936218,0.49339568614959717,1.0726313591003418
36,0.5174415707588196,0.48401889204978943,0.44390982389450073,0.4910578727722168,1.0282377004623413
37,0.5190349221229553,0.4858880937099457,0.4381333291530609,0.48646506667137146,1.1263763904571533
38,0.5195608735084534,0.4832810163497925,0.43600091338157654,0.4835822582244873,1.1473569869995117
39,0.5204915404319763,0.4837997853755951,0.4367626905441284,0.47932708263397217,1.1005349159240723
40,0.5208040475845337,0.48586735129356384,0.4384428858757019,0.4763641357421875,1.1775410175323486
41,0.5240007042884827,0.48715096712112427,0.4321703314781189,0.47259801626205444,1.173563838005066
42,0.5255061984062195,0.4857812821865082,0.4289988577365875,0.47064900398254395,1.2466063499450684
43,0.5280888080596924,0.4861055612564087,0.42846134305000305,0.4665541350841522,1.2136118412017822
44,0.5321106314659119,0.4884800314903259,0.43037083745002747,0.46360158920288086,1.2316323518753052
45,0.5367253422737122,0.4854520857334137,0.424279123544693,0.4614427387714386,1.232084035873413
46,0.5426537394523621,0.4848185181617737,0.4208386540412903,0.4566890001296997,1.2998300790786743
47,0.5441030263900757,0.48662105202674866,0.42048096656799316,0.453329861164093,1.3208662271499634
48,0.5484700202941895,0.48469606041908264,0.41877344250679016,0.4515992999076843,1.305917739868164
49,0.5558175444602966,0.48553335666656494,0.412655770778656,0.4453601837158203,1.3457216024398804
50,0.5660571455955505,0.4887848496437073,0.41117632389068604,0.4415099322795868,1.3801319599151611
51,0.5887836813926697,0.48929789662361145,0.41104933619499207,0.4390999972820282,1.4248056411743164
52,0.5655283331871033,0.49329423904418945,0.4042663872241974,0.4340175986289978,1.415101408958435
53,0.5943066477775574,0.49072661995887756,0.4045232832431793,0.4285995066165924,1.4393123388290405
54,0.6059368252754211,0.4919416010379791,0.40176019072532654,0.42385074496269226,1.4746659994125366
55,0.6177236437797546,0.4938722252845764,0.39643654227256775,0.42038747668266296,1.5142704248428345
56,0.5758805871009827,0.4953417479991913,0.40063992142677307,0.41672396659851074,1.511444330215454
57,0.626389741897583,0.5057100653648376,0.39150696992874146,0.41315650939941406,1.541270136833191
58,0.5834650993347168,0.5062694549560547,0.3923492133617401,0.4071238934993744,1.5849672555923462
59,0.6235299110412598,0.49951040744781494,0.3897208273410797,0.4031152129173279,1.607540488243103
60,0.6199273467063904,0.5165658593177795,0.3841859698295593,0.3998526632785797,1.6169798374176025
61,0.5895473957061768,0.5192835927009583,0.3918709456920624,0.3963983654975891,1.6433731317520142
62,0.6136042475700378,0.5082709789276123,0.38131654262542725,0.40046218037605286,1.6866443157196045
63,0.5965882539749146,0.5202713012695312,0.3838391602039337,0.4018932282924652,1.6899311542510986
64,0.6078993678092957,0.49998709559440613,0.38439488410949707,0.39395835995674133,1.7136774063110352
65,0.6273355484008789,0.5078125596046448,0.37872183322906494,0.41460710763931274,1.755639910697937
66,0.6177886724472046,0.5042660236358643,0.38348135352134705,0.40669018030166626,1.7705250978469849
67,0.6103257536888123,0.5059995055198669,0.3842189311981201,0.40402281284332275,1.7872663736343384
68,0.6275486350059509,0.5053906440734863,0.3788059651851654,0.39448192715644836,1.823296070098877
69,0.6242138147354126,0.5017558932304382,0.385707825422287,0.42189928889274597,1.8443714380264282
70,0.645008385181427,0.5024786591529846,0.38581013679504395,0.38967111706733704,1.8566579818725586
71,0.6586272716522217,0.4996184706687927,0.3804551959037781,0.40266647934913635,1.8901630640029907
72,0.6551133394241333,0.5061006546020508,0.3906768560409546,0.3924509286880493,1.9146751165390015
73,0.6703759431838989,0.5033469796180725,0.38303184509277344,0.3921750485897064,1.9277853965759277
74,0.6786397695541382,0.5059649348258972,0.3843325674533844,0.41275152564048767,1.9611653089523315
75,0.6988841891288757,0.5127398371696472,0.39283207058906555,0.38582512736320496,1.9822707176208496
76,0.7187563180923462,0.50557541847229,0.38523831963539124,0.3869175314903259,1.9946446418762207
77,0.7241857051849365,0.5076131224632263,0.41052183508872986,0.3880469799041748,2.0284416675567627
78,0.7468383312225342,0.5136449933052063,0.3940398097038269,0.386696457862854,2.048165798187256
79,0.7589927315711975,0.5107237696647644,0.38592690229415894,0.40557509660720825,2.064622163772583
80,0.7829961180686951,0.5149450302124023,0.4605027735233307,0.39509934186935425,2.098891496658325
81,0.7910513877868652,0.5234267115592957,0.401903361082077,0.3808327615261078,2.111881732940674
82,0.8142545223236084,0.528819739818573,0.4198816120624542,0.3826616108417511,2.1287319660186768
83,0.8278152346611023,0.5535602569580078,0.3940685987472534,0.3874426484107971,2.1628098487854004
84,0.840363621711731,0.5745627284049988,0.40466630458831787,0.40773212909698486,2.1743664741516113
85,0.8612213730812073,0.5347053408622742,0.4443255066871643,0.39273834228515625,2.195007085800171
86,0.8674613833427429,0.625773012638092,0.3908993899822235,0.3856169879436493,2.2243309020996094
87,0.882063090801239,0.5443971157073975,0.3902178108692169,0.3867796063423157,2.233945846557617
88,0.9023826122283936,0.5905233025550842,0.3942142128944397,0.40788528323173523,2.258237838745117
89,0.9105719923973083,0.5500358939170837,0.38755661249160767,0.39586538076400757,2.283175230026245
90,0.920006513595581,0.5207126140594482,0.3906645178794861,0.39373889565467834,2.295349597930908
91,0.9461936950683594,0.5728180408477783,0.41260576248168945,0.3998063802719116,2.3210971355438232
92,0.9604390263557434,0.5102385878562927,0.40843361616134644,0.4148784577846527,2.3378143310546875
93,0.9555538296699524,0.5220202803611755,0.3901274800300598,0.397473007440567,2.3549387454986572
94,0.994880735874176,0.5350223183631897,0.3888621926307678,0.40150701999664307,2.381403684616089
95,1.0121320486068726,0.5194851160049438,0.39125296473503113,0.42431724071502686,2.392378807067871
96,0.9945431351661682,0.5040683746337891,0.38964560627937317,0.4016442894935608,2.4108035564422607
97,0.9946433305740356,0.5209060907363892,0.39707282185554504,0.40150442719459534,2.431731700897217
98,0.9663718342781067,0.5242065787315369,0.41187790036201477,0.431691437959671,2.4454591274261475
99,0.988165020942688,0.5139181613922119,0.40179598331451416,0.40327873826026917,2.4679577350616455
100,0.9822232723236084,0.525237500667572,0.39237576723098755,0.4042648673057556,2.4807538986206055
101,0.994326651096344,0.5370444059371948,0.3953076899051666,0.4382864236831665,2.4946744441986084
102,0.9850322604179382,0.5348947048187256,0.39645227789878845,0.39812198281288147,2.514252185821533
103,0.9991198778152466,0.5310123562812805,0.4074785113334656,0.3956950604915619,2.526862621307373
104,0.9990130662918091,0.5368375778198242,0.42054280638694763,0.4250774681568146,2.546394109725952
105,1.0027400255203247,0.5359413027763367,0.4087953567504883,0.4012123644351959,2.5589535236358643
106,1.0104426145553589,0.5323903560638428,0.4086361229419708,0.3982318043708801,2.5725975036621094
107,1.0240975618362427,0.5384758710861206,0.4119853675365448,0.4060748517513275,2.5891880989074707
108,1.0371010303497314,0.5409167408943176,0.4270435571670532,0.4205877482891083,2.6010191440582275
109,1.0447959899902344,0.5379618406295776,0.43052688241004944,0.39733344316482544,2.618502378463745
110,1.0529820919036865,0.5440769195556641,0.4230506122112274,0.400791198015213,2.6279850006103516
111,1.0659496784210205,0.5505065321922302,0.42638787627220154,0.4273778200149536,2.6432125568389893
112,1.0753380060195923,0.554828405380249,0.44215431809425354,0.4005279541015625,2.654114246368408
113,1.0876266956329346,0.5654476284980774,0.4411059021949768,0.4002370238304138,2.668727159500122
114,1.097549319267273,0.5695980191230774,0.4330914318561554,0.42844122648239136,2.6807687282562256
115,1.1126623153686523,0.5723932981491089,0.4380948841571808,0.4076448678970337,2.692526340484619
116,1.123548150062561,0.5778236389160156,0.45843204855918884,0.4103889763355255,2.704195261001587
117,1.1306004524230957,0.5776810646057129,0.44207143783569336,0.4321330189704895,2.7147364616394043
118,1.1452513933181763,0.5854104161262512,0.4460931718349457,0.4104277789592743,2.72831654548645
119,1.1622616052627563,0.5889795422554016,0.4665721356868744,0.4156058430671692,2.7375781536102295
120,1.1798598766326904,0.5994390249252319,0.4508340656757355,0.4351968467235565,2.753568649291992
