Epoch,ScalVis_GausVisS:1.0_RecL10N1024loss,ScalVis_DataProcCombine_RecL10N1024loss,ScalVis_GaussAndOrigS:1.0_RecL10N1024loss,ScalVis_ProcWithVis_RecL10N1024loss
50,0.44077691435813904,0.33519402146339417,0.41791197657585144,0.3993619382381439
51,0.43684977293014526,0.32723742723464966,0.41515493392944336,0.39426109194755554
52,0.4340962767601013,0.31958967447280884,0.4132486581802368,0.3888830542564392
53,0.4306301176548004,0.3183427155017853,0.4071597456932068,0.383414626121521
54,0.426150381565094,0.3068142831325531,0.4033176898956299,0.3781415820121765
55,0.4233446717262268,0.30591270327568054,0.40174829959869385,0.3732817471027374
56,0.42107194662094116,0.29751503467559814,0.3973236382007599,0.3708551228046417
57,0.41583961248397827,0.2939761281013489,0.39293143153190613,0.3795833885669708
58,0.41205939650535583,0.29009488224983215,0.3891519010066986,0.3655201494693756
59,0.4098779261112213,0.2823752760887146,0.38659438490867615,0.36175838112831116
60,0.406429648399353,0.2819109857082367,0.38559532165527344,0.3619396984577179
61,0.40296605229377747,0.27496281266212463,0.38185277581214905,0.35267525911331177
62,0.3984335660934448,0.26891568303108215,0.379038542509079,0.35565078258514404
63,0.3952215015888214,0.2690964937210083,0.372670441865921,0.34462419152259827
64,0.39344727993011475,0.26363739371299744,0.3696402609348297,0.34764158725738525
65,0.3919680416584015,0.255509614944458,0.3701924681663513,0.33860349655151367
66,0.3939891755580902,0.25822386145591736,0.36711350083351135,0.3412623703479767
67,0.3820202946662903,0.260479599237442,0.36680352687835693,0.33258840441703796
68,0.38554689288139343,0.2455933392047882,0.3560239374637604,0.33446869254112244
69,0.3926292657852173,0.25108590722084045,0.35966265201568604,0.327046662569046
70,0.3786861002445221,0.2598544657230377,0.3666471242904663,0.32879528403282166
71,0.3901563882827759,0.23733288049697876,0.3489317297935486,0.32184043526649475
72,0.3698869049549103,0.2602853775024414,0.37524861097335815,0.3225018084049225
73,0.37859609723091125,0.26124876737594604,0.36212748289108276,0.31683507561683655
74,0.3654601573944092,0.2467898428440094,0.37538108229637146,0.3164043724536896
75,0.3701039254665375,0.2552637457847595,0.3441181778907776,0.31271013617515564
76,0.3599611818790436,0.2288733720779419,0.36288878321647644,0.3096570670604706
77,0.3609769344329834,0.24339132010936737,0.3403942883014679,0.30870622396469116
78,0.35782453417778015,0.22882510721683502,0.3412679433822632,0.30362898111343384
79,0.35191789269447327,0.23850837349891663,0.34792736172676086,0.3031025230884552
80,0.3529934883117676,0.22264237701892853,0.33154726028442383,0.29979026317596436
81,0.34673061966896057,0.2312372773885727,0.3378363251686096,0.2965254485607147
82,0.3466401696205139,0.2213515192270279,0.3327791094779968,0.29582086205482483
83,0.34108766913414,0.2277175635099411,0.32368388772010803,0.2925298511981964
84,0.338787704706192,0.21688301861286163,0.330229789018631,0.28962841629981995
85,0.33860868215560913,0.222325399518013,0.3216273784637451,0.2885249853134155
86,0.33098936080932617,0.21445313096046448,0.32051941752433777,0.28641176223754883
87,0.33669155836105347,0.22001099586486816,0.3196796774864197,0.2835087180137634
88,0.33658507466316223,0.2115204930305481,0.3119010925292969,0.2809501886367798
89,0.324670672416687,0.21481968462467194,0.3160064220428467,0.2794593870639801
90,0.3372458815574646,0.20912396907806396,0.30795496702194214,0.2787943184375763
91,0.33548370003700256,0.21020179986953735,0.31092947721481323,0.2784425616264343
92,0.3234163820743561,0.2096203714609146,0.3026420772075653,0.27943819761276245
93,0.33614176511764526,0.20500196516513824,0.3056330382823944,0.2770675718784332
94,0.3167998492717743,0.20940087735652924,0.2988589107990265,0.2747529149055481
95,0.32640448212623596,0.20509162545204163,0.3019516170024872,0.27020612359046936
96,0.31298378109931946,0.20173399150371552,0.29531338810920715,0.26832321286201477
97,0.3226739466190338,0.20678535103797913,0.29532334208488464,0.2689758837223053
98,0.31377115845680237,0.20412388443946838,0.29500946402549744,0.2700739800930023
99,0.3158888816833496,0.19738641381263733,0.2889489233493805,0.27392807602882385
100,0.3102180063724518,0.20580615103244781,0.2890261709690094,0.2676182687282562
101,0.30965012311935425,0.20902810990810394,0.2871948778629303,0.26291313767433167
102,0.30932846665382385,0.1941474825143814,0.2832198441028595,0.26041173934936523
103,0.30386674404144287,0.21179205179214478,0.2808598577976227,0.2617572247982025
104,0.3085020184516907,0.22174836695194244,0.2812449038028717,0.266788125038147
105,0.2996973395347595,0.19569657742977142,0.28114718198776245,0.26429319381713867
106,0.3019707500934601,0.24109284579753876,0.2786053419113159,0.2622182071208954
107,0.299230694770813,0.22648721933364868,0.27687186002731323,0.2556157112121582
108,0.29432979226112366,0.2270360141992569,0.27500951290130615,0.2557184398174286
109,0.2961765229701996,0.2070961743593216,0.2734176814556122,0.2604402005672455
110,0.29387521743774414,0.20957933366298676,0.2731662392616272,0.25721654295921326
111,0.2901419997215271,0.21071183681488037,0.27926692366600037,0.2535720467567444
112,0.2892190217971802,0.21242555975914001,0.2883211076259613,0.2501160502433777
113,0.2906486690044403,0.19635118544101715,0.31716614961624146,0.25090256333351135
114,0.29518282413482666,0.20613406598567963,0.2696952819824219,0.25389719009399414
115,0.2912936210632324,0.20012310147285461,0.322365939617157,0.2515288293361664
116,0.28632834553718567,0.2063581347465515,0.34315186738967896,0.24895666539669037
117,0.2825447618961334,0.18956173956394196,0.3341866135597229,0.24577507376670837
118,0.2823704779148102,0.20628783106803894,0.28831517696380615,0.2447802573442459
119,0.2871502935886383,0.19048742949962616,0.3430063724517822,0.24570514261722565
120,0.28949806094169617,0.20262892544269562,0.2747216820716858,0.24743658304214478
