Epoch,ScalVis_DataProcCombine_RecL10N1024val_loss,ScalVis_GausVisS:1.0_RecL10N1024val_loss,ScalVis_DataProcCombGaus_RecL10N1024val_loss,ScalVis_ProcWithVis_RecL10N1024val_loss
134,0.5908108353614807,0.4570961892604828,0.5583394169807434,0.5577911138534546
135,0.5934373140335083,0.4689260721206665,0.5996989011764526,0.5454806685447693
136,0.5777800679206848,0.45909661054611206,0.5829967260360718,0.5460659265518188
137,0.6176958680152893,0.49557584524154663,0.578053891658783,0.5668508410453796
138,0.5792916417121887,0.4638776183128357,0.6098717451095581,0.5434728264808655
139,0.625054657459259,0.48377278447151184,0.5738489031791687,0.5957690477371216
140,0.5924551486968994,0.4684763550758362,0.6190658211708069,0.5517293810844421
141,0.605980396270752,0.467696875333786,0.5881859064102173,0.5853480696678162
142,0.6243603825569153,0.4964120090007782,0.6074480414390564,0.5828909277915955
143,0.5960429310798645,0.4688858389854431,0.61726313829422,0.5579859614372253
144,0.6421340107917786,0.4922487139701843,0.5923124551773071,0.5954310894012451
145,0.6012673377990723,0.47783640027046204,0.6394341588020325,0.5653074383735657
146,0.6310109496116638,0.47303512692451477,0.5948535203933716,0.571744978427887
147,0.6279260516166687,0.509738028049469,0.6442343592643738,0.5968208312988281
148,0.6125264763832092,0.47996047139167786,0.6233476400375366,0.5677455067634583
149,0.6511973738670349,0.5034153461456299,0.6156184673309326,0.598187267780304
150,0.6148185133934021,0.4841785430908203,0.6512822508811951,0.5895572900772095
151,0.6545284986495972,0.47471269965171814,0.6089257597923279,0.5799118876457214
152,0.6280488967895508,0.5218812823295593,0.6569755673408508,0.6141039729118347
153,0.6420583128929138,0.48968347907066345,0.629982054233551,0.5826355814933777
154,0.6520392298698425,0.4967026710510254,0.6358354687690735,0.6148747801780701
155,0.633586585521698,0.5332266688346863,0.6615679860115051,0.5994527339935303
156,0.6780524253845215,0.4942123293876648,0.6259056925773621,0.5995599031448364
157,0.6354100704193115,0.49202820658683777,0.6706326603889465,0.6222958564758301
158,0.6894626617431641,0.5780818462371826,0.6371361017227173,0.5968408584594727
159,0.647511899471283,0.47902029752731323,0.6641438007354736,0.6408584117889404
160,0.6617005467414856,0.4819610118865967,0.6627330183982849,0.6039222478866577
