Epoch,ScalVis_GausVisS:1.0_RecL10N1024accuracy,ScalVis_DataProcCombine_RecL10N1024accuracy,ScalVis_GaussAndOrigS:1.0_RecL10N1024accuracy,ScalVis_ProcWithVis_RecL10N1024accuracy
88,0.8651685118675232,0.9126092195510864,0.8689138293266296,0.8838951587677002
89,0.8626716732978821,0.9113608002662659,0.8739076256752014,0.8863919973373413
90,0.8601747751235962,0.9138576984405518,0.8726591467857361,0.8863919973373413
91,0.8651685118675232,0.9188514351844788,0.8714107275009155,0.8913857936859131
92,0.8726591467857361,0.9126092195510864,0.8726591467857361,0.8888888955116272
93,0.8601747751235962,0.9138576984405518,0.8726591467857361,0.8901373147964478
94,0.8639200925827026,0.9188514351844788,0.8726591467857361,0.8913857936859131
95,0.8689138293266296,0.9151061177253723,0.8776529431343079,0.8938826322555542
96,0.8689138293266296,0.9151061177253723,0.875156044960022,0.898876428604126
97,0.870162308216095,0.9225967526435852,0.8764045238494873,0.8938826322555542
98,0.8664169907569885,0.9113608002662659,0.8789013624191284,0.8963795304298401
99,0.8714107275009155,0.9151061177253723,0.8789013624191284,0.8838951587677002
100,0.875156044960022,0.9213483333587646,0.8776529431343079,0.8976279497146606
101,0.8776529431343079,0.90886390209198,0.8789013624191284,0.8976279497146606
102,0.8714107275009155,0.9188514351844788,0.8838951587677002,0.9001248478889465
103,0.870162308216095,0.9225967526435852,0.8863919973373413,0.9013732671737671
104,0.8726591467857361,0.9076154828071594,0.8838951587677002,0.8851435780525208
105,0.8764045238494873,0.9176030158996582,0.8851435780525208,0.9013732671737671
106,0.875156044960022,0.8938826322555542,0.8863919973373413,0.8926342129707336
107,0.8863919973373413,0.90886390209198,0.8876404762268066,0.9051185846328735
108,0.8801498413085938,0.9101123809814453,0.8876404762268066,0.9051185846328735
109,0.875156044960022,0.9213483333587646,0.8888888955116272,0.8876404762268066
110,0.8851435780525208,0.9176030158996582,0.8901373147964478,0.903870165348053
111,0.8789013624191284,0.9101123809814453,0.8838951587677002,0.9001248478889465
112,0.8801498413085938,0.9101123809814453,0.8813982605934143,0.9063670635223389
113,0.8851435780525208,0.9263420701026917,0.8726591467857361,0.903870165348053
114,0.875156044960022,0.9188514351844788,0.8863919973373413,0.8951311111450195
115,0.8838951587677002,0.9113608002662659,0.8651685118675232,0.9051185846328735
116,0.8789013624191284,0.9101123809814453,0.8626716732978821,0.903870165348053
117,0.8838951587677002,0.9213483333587646,0.8739076256752014,0.9076154828071594
118,0.8888888955116272,0.9213483333587646,0.8789013624191284,0.9051185846328735
119,0.8826466798782349,0.9151061177253723,0.8626716732978821,0.903870165348053
120,0.8838951587677002,0.9101123809814453,0.8876404762268066,0.9063670635223389
